Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7459e-1
 0.0037, 1.4139e-1
 0.0056, 1.1034e-1
 0.0084, 8.2903e-2
 0.0126, 6.0050e-2
 0.0190, 4.1347e-2
 0.0284, 2.7492e-2
 0.0427, 1.7546e-2
 0.0640, 1.1062e-2
 0.0960, 7.0081e-3
 0.1440, 4.4802e-3
 0.2160, 2.8131e-3
 0.3240, 1.6569e-3
 0.4860, 8.7577e-4
 0.7290, 4.0193e-4
 1.0900, 1.5702e-4
 1.6400, 4.9045e-5
 2.4600, 1.2012e-5
 3.6900, 2.0080e-6
5.5400,2.0472e-7
