Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 5.1223e-1
 0.0037, 4.2568e-1
 0.0056, 3.3717e-1
 0.0084, 2.5508e-1
 0.0126, 1.8546e-1
 0.0190, 1.2823e-1
 0.0284, 8.5348e-2
 0.0427, 5.3614e-2
 0.0640, 3.2061e-2
 0.0960, 1.8407e-2
 0.1440, 1.0534e-2
 0.2160, 6.3403e-3
 0.3240, 4.1407e-3
 0.4860, 2.8449e-3
 0.7290, 1.9132e-3
 1.0900, 1.1772e-3
 1.6400, 6.1515e-4
 2.4600, 2.6223e-4
 3.6900, 8.6262e-5
5.5400,1.9481e-5
