Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2575e-1
 0.0037, 1.8711e-1
 0.0056, 1.4938e-1
 0.0084, 1.1518e-1
 0.0126, 8.6143e-2
 0.0190, 6.1676e-2
 0.0284, 4.2548e-2
 0.0427, 2.7671e-2
 0.0640, 1.7106e-2
 0.0960, 1.0182e-2
 0.1440, 6.0607e-3
 0.2160, 3.7414e-3
 0.3240, 2.3884e-3
 0.4860, 1.4948e-3
 0.7290, 8.5508e-4
 1.0900, 4.2527e-4
 1.6400, 1.7290e-4
 2.4600, 5.5788e-5
 3.6900, 1.3133e-5
5.5400,1.9070e-6
