Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1223e-1
 0.0037, 1.8111e-1
 0.0056, 1.4879e-1
 0.0084, 1.1766e-1
 0.0126, 8.9822e-2
 0.0190, 6.5464e-2
 0.0284, 4.5996e-2
 0.0427, 3.0676e-2
 0.0640, 1.9635e-2
 0.0960, 1.2157e-2
 0.1440, 7.4188e-3
 0.2160, 4.5002e-3
 0.3240, 2.6692e-3
 0.4860, 1.4862e-3
 0.7290, 7.3876e-4
 1.0900, 3.1485e-4
 1.6400, 1.0716e-4
 2.4600, 2.7791e-5
 3.6900, 4.9352e-6
5.5400,4.4219e-7
