Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2819e-1
 0.0037, 1.9388e-1
 0.0056, 1.5768e-1
 0.0084, 1.2283e-1
 0.0126, 9.2065e-2
 0.0190, 6.5711e-2
 0.0284, 4.5116e-2
 0.0427, 2.9219e-2
 0.0640, 1.7980e-2
 0.0960, 1.0614e-2
 0.1440, 6.2692e-3
 0.2160, 3.9358e-3
 0.3240, 2.7131e-3
 0.4860, 1.9716e-3
 0.7290, 1.3869e-3
 1.0900, 8.7618e-4
 1.6400, 4.6242e-4
 2.4600, 1.9668e-4
 3.6900, 6.3812e-5
5.5400,1.4013e-5
