Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7228e-1
 0.0037, 1.3943e-1
 0.0056, 1.0879e-1
 0.0084, 8.1744e-2
 0.0126, 5.9221e-2
 0.0190, 4.0790e-2
 0.0284, 2.7142e-2
 0.0427, 1.7352e-2
 0.0640, 1.0970e-2
 0.0960, 6.9701e-3
 0.1440, 4.4633e-3
 0.2160, 2.8006e-3
 0.3240, 1.6432e-3
 0.4860, 8.6146e-4
 0.7290, 3.9000e-4
 1.0900, 1.4945e-4
 1.6400, 4.5567e-5
 2.4600, 1.0881e-5
 3.6900, 1.7781e-6
5.5400,2.0172e-7
