Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7385e-1
 0.0037, 1.4080e-1
 0.0056, 1.0989e-1
 0.0084, 8.2577e-2
 0.0126, 5.9825e-2
 0.0190, 4.1203e-2
 0.0284, 2.7406e-2
 0.0427, 1.7501e-2
 0.0640, 1.1043e-2
 0.0960, 7.0027e-3
 0.1440, 4.4807e-3
 0.2160, 2.8146e-3
 0.3240, 1.6570e-3
 0.4860, 8.7418e-4
 0.7290, 3.9980e-4
 1.0900, 1.5545e-4
 1.6400, 4.8300e-5
 2.4600, 1.1768e-5
 3.6900, 1.9692e-6
5.5400,2.0690e-7
