Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.5925e-1
 0.0037, 1.2609e-1
 0.0056, 9.6763e-2
 0.0084, 7.1803e-2
 0.0126, 5.1456e-2
 0.0190, 3.5015e-2
 0.0284, 2.3003e-2
 0.0427, 1.4563e-2
 0.0640, 9.2170e-3
 0.0960, 5.9912e-3
 0.1440, 4.0592e-3
 0.2160, 2.7989e-3
 0.3240, 1.8565e-3
 0.4860, 1.1155e-3
 0.7290, 5.7915e-4
 1.0900, 2.5209e-4
 1.6400, 8.6808e-5
 2.4600, 2.2576e-5
 3.6900, 4.0103e-6
5.5400,2.0138e-7
