Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7346e-1
 0.0037, 1.4045e-1
 0.0056, 1.0960e-1
 0.0084, 8.2352e-2
 0.0126, 5.9660e-2
 0.0190, 4.1089e-2
 0.0284, 2.7331e-2
 0.0427, 1.7457e-2
 0.0640, 1.1020e-2
 0.0960, 6.9928e-3
 0.1440, 4.4766e-3
 0.2160, 2.8125e-3
 0.3240, 1.6558e-3
 0.4860, 8.7394e-4
 0.7290, 4.0023e-4
 1.0900, 1.5604e-4
 1.6400, 4.8710e-5
 2.4600, 1.1959e-5
 3.6900, 2.0260e-6
5.5400,2.1667e-7
