Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7436e-1
 0.0037, 1.3688e-1
 0.0056, 1.0406e-1
 0.0084, 7.6515e-2
 0.0126, 5.4369e-2
 0.0190, 3.6619e-2
 0.0284, 2.3657e-2
 0.0427, 1.4551e-2
 0.0640, 8.8657e-3
 0.0960, 5.5737e-3
 0.1440, 3.7211e-3
 0.2160, 2.5671e-3
 0.3240, 1.7073e-3
 0.4860, 1.0222e-3
 0.7290, 5.2517e-4
 1.0900, 2.2523e-4
 1.6400, 7.5951e-5
 2.4600, 1.9200e-5
 3.6900, 3.3045e-6
5.5400,1.2279e-7
