Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7703e-1
 0.0037, 1.4345e-1
 0.0056, 1.1198e-1
 0.0084, 8.4148e-2
 0.0126, 6.0948e-2
 0.0190, 4.1957e-2
 0.0284, 2.7881e-2
 0.0427, 1.7769e-2
 0.0640, 1.1174e-2
 0.0960, 7.0534e-3
 0.1440, 4.4931e-3
 0.2160, 2.8140e-3
 0.3240, 1.6532e-3
 0.4860, 8.6879e-4
 0.7290, 3.9322e-4
 1.0900, 1.4947e-4
 1.6400, 4.4454e-5
 2.4600, 1.0001e-5
 3.6900, 1.3950e-6
5.5400,9.9657e-8
