Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.8866e-1
 0.0037, 1.4737e-1
 0.0056, 1.1152e-1
 0.0084, 8.1658e-2
 0.0126, 5.7782e-2
 0.0190, 3.8674e-2
 0.0284, 2.4700e-2
 0.0427, 1.4882e-2
 0.0640, 8.7955e-3
 0.0960, 5.3291e-3
 0.1440, 3.4180e-3
 0.2160, 2.2502e-3
 0.3240, 1.4126e-3
 0.4860, 7.8907e-4
 0.7290, 3.7381e-4
 1.0900, 1.4609e-4
 1.6400, 4.3771e-5
 2.4600, 9.5615e-6
 3.6900, 1.1658e-6
5.5400,3.5373e-9
