Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.1964e-1
 0.0037, 9.1044e-2
 0.0056, 6.6761e-2
 0.0084, 4.6981e-2
 0.0126, 3.1828e-2
 0.0190, 2.0622e-2
 0.0284, 1.3254e-2
 0.0427, 8.5362e-3
 0.0640, 5.6480e-3
 0.0960, 3.7708e-3
 0.1440, 2.4426e-3
 0.2160, 1.4661e-3
 0.3240, 7.8510e-4
 0.4860, 3.6432e-4
 0.7290, 1.4261e-4
 1.0900, 4.5992e-5
 1.6400, 1.1365e-5
 2.4600, 1.9041e-6
 3.6900, 1.5203e-7
5.5400,5.8079e-9
