Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 3.7872e-1
 0.0037, 2.6985e-1
 0.0056, 1.8426e-1
 0.0084, 1.1961e-1
 0.0126, 7.3557e-2
 0.0190, 4.1922e-2
 0.0284, 2.2788e-2
 0.0427, 1.1862e-2
 0.0640, 6.3086e-3
 0.0960, 3.5731e-3
 0.1440, 2.1287e-3
 0.2160, 1.2431e-3
 0.3240, 6.5939e-4
 0.4860, 3.0157e-4
 0.7290, 1.1448e-4
 1.0900, 3.4956e-5
 1.6400, 7.8971e-6
 2.4600, 1.0854e-6
 3.6900, 4.2684e-8
5.5400,4.1328e-11
