Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.9491e-1
 0.0037, 1.5190e-1
 0.0056, 1.1464e-1
 0.0084, 8.3702e-2
 0.0126, 5.9063e-2
 0.0190, 3.9422e-2
 0.0284, 2.5105e-2
 0.0427, 1.5068e-2
 0.0640, 8.8597e-3
 0.0960, 5.3377e-3
 0.1440, 3.4088e-3
 0.2160, 2.2396e-3
 0.3240, 1.4053e-3
 0.4860, 7.8517e-4
 0.7290, 3.7210e-4
 1.0900, 1.4548e-4
 1.6400, 4.3601e-5
 2.4600, 9.5389e-6
 3.6900, 1.1605e-6
5.5400,3.6023e-9
