Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0641e-1
 0.0037, 1.7188e-1
 0.0056, 1.3813e-1
 0.0084, 1.0734e-1
 0.0126, 8.0928e-2
 0.0190, 5.8408e-2
 0.0284, 4.0648e-2
 0.0427, 2.6796e-2
 0.0640, 1.6944e-2
 0.0960, 1.0421e-2
 0.1440, 6.4183e-3
 0.2160, 4.0507e-3
 0.3240, 2.6050e-3
 0.4860, 1.6341e-3
 0.7290, 9.4087e-4
 1.0900, 4.7469e-4
 1.6400, 1.9724e-4
 2.4600, 6.5591e-5
 3.6900, 1.6056e-5
5.5400,2.4909e-6
